date,transect,file_name,bed,lat,long,count,on_gravel,notes,id,left,top,right,bottom
6/5/2012,"6",M2U00836.MPG,Upstream,44.83117833,-75.299908,"1",,,96,2001.803288358089048,4983561.068918390199542,2031.803288358089048,4983531.068918390199542
5/19/2011,"3",M2U00511.MPG,Upstream,44.83094,-75.2996,"1",,,97,2001.803288358089048,4983531.068918390199542,2031.803288358089048,4983501.068918390199542
6/8/2011,"5",M2U00595.MPG,Upstream,44.83096,-75.2999,"1",,,97,2001.803288358089048,4983531.068918390199542,2031.803288358089048,4983501.068918390199542
6/13/2011,"4",M2U00631.MPG,Upstream,44.83089,-75.2997,"1",,,97,2001.803288358089048,4983531.068918390199542,2031.803288358089048,4983501.068918390199542
6/13/2011,"6",M2U00633.MPG,Upstream,44.83108,-75.2999,"1",,,97,2001.803288358089048,4983531.068918390199542,2031.803288358089048,4983501.068918390199542
6/15/2011,"7",M2U00651.MPG,Upstream,44.83104,-75.2999,"1",,,97,2001.803288358089048,4983531.068918390199542,2031.803288358089048,4983501.068918390199542
5/25/2011,"4",M2U00525.MPG,Upstream,44.83062,-75.2997,"1",,,98,2001.803288358089048,4983501.068918390199542,2031.803288358089048,4983471.068918390199542
5/25/2011,"4",M2U00525.MPG,Upstream,44.83076,-75.2998,"2",,,98,2001.803288358089048,4983501.068918390199542,2031.803288358089048,4983471.068918390199542
6/8/2011,"4",M2U00593.MPG,Upstream,44.83059,-75.2997,"1",,,98,2001.803288358089048,4983501.068918390199542,2031.803288358089048,4983471.068918390199542
6/10/2011,"5",M2U00615.MPG,Upstream,44.83065,-75.2998,"1",,,98,2001.803288358089048,4983501.068918390199542,2031.803288358089048,4983471.068918390199542
